tag,kernel_id,block_id,sm_id,t_launch,t_dep_satisfied,t_end
trace_random,0,160,48,1785763601146720864,1785763601146720864,1785763601146825248
trace_random,0,161,49,1785763601146720832,1785763601146720832,1785763601146825408
trace_random,0,162,64,1785763601146720832,1785763601146720832,1785763601146825248
trace_random,0,163,65,1785763601146720832,1785763601146720832,1785763601146825248
trace_random,0,164,2,1785763601146720640,1785763601146720640,1785763601146825088
trace_random,0,165,3,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,166,18,1785763601146720672,1785763601146720672,1785763601146825120
trace_random,0,167,19,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,168,34,1785763601146720640,1785763601146720640,1785763601146825056
trace_random,0,169,35,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,170,50,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,171,51,1785763601146720736,1785763601146720736,1785763601146825088
trace_random,0,172,66,1785763601146720640,1785763601146720640,1785763601146825056
trace_random,0,173,67,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,174,80,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,175,81,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,176,94,1785763601146720672,1785763601146720672,1785763601146825088
trace_random,0,177,95,1785763601146720736,1785763601146720736,1785763601146825088
trace_random,0,178,108,1785763601146720640,1785763601146720640,1785763601146825056
trace_random,0,179,109,1785763601146720672,1785763601146720672,1785763601146825056
trace_random,0,180,122,1785763601146720672,1785763601146720672,1785763601146825088
trace_random,0,181,123,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,182,4,1785763601146720640,1785763601146720640,1785763601146825024
trace_random,0,183,5,1785763601146720672,1785763601146720672,1785763601146825024
trace_random,0,184,20,1785763601146720640,1785763601146720640,1785763601146825024
trace_random,0,185,21,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,186,36,1785763601146720672,1785763601146720672,1785763601146825024
trace_random,0,187,37,1785763601146720704,1785763601146720704,1785763601146825024
trace_random,0,188,52,1785763601146720672,1785763601146720672,1785763601146825056
trace_random,0,189,53,1785763601146720736,1785763601146720736,1785763601146825088
trace_random,0,190,68,1785763601146720640,1785763601146720640,1785763601146825024
trace_random,0,191,69,1785763601146720672,1785763601146720672,1785763601146825024
trace_random,0,192,82,1785763601146720672,1785763601146720672,1785763601146825056
trace_random,0,193,83,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,194,96,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,195,97,1785763601146720704,1785763601146720704,1785763601146825056
trace_random,0,196,110,1785763601146720704,1785763601146720704,1785763601146825024
trace_random,0,197,111,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,198,124,1785763601146720672,1785763601146720672,1785763601146825024
trace_random,0,199,125,1785763601146720704,1785763601146720704,1785763601146825056
trace_random,0,200,6,1785763601146720672,1785763601146720672,1785763601146824320
